upc,product_type,price_excl_tax,price_incl_tax,tax,title,category,url,raw_availability,raw_reviews,in_stock,stock_count,number_of_reviews
1d6443ffba9dfd80,Books,22.08,22.08,0.0,Twenty Yawns,Childrens,https://books.toscrape.com/catalogue/twenty-yawns_773/index.html,In stock (14 available),0,True,14,0
6e44bcbeac7f4360,Books,25.38,25.38,0.0,Through the Woods,Sequential Art,https://books.toscrape.com/catalogue/through-the-woods_772/index.html,In stock (14 available),0,True,14,0
f0f38174a7e689a3,Books,27.12,27.12,0.0,This Is Where It Ends,Young Adult,https://books.toscrape.com/catalogue/this-is-where-it-ends_771/index.html,In stock (14 available),0,True,14,0
34c0d7c4ee5650af,Books,43.04,43.04,0.0,The Year of Magical Thinking,Nonfiction,https://books.toscrape.com/catalogue/the-year-of-magical-thinking_770/index.html,In stock (14 available),0,True,14,0
08b2f71d93836313,Books,56.8,56.8,0.0,The Wright Brothers,Default,https://books.toscrape.com/catalogue/the-wright-brothers_769/index.html,In stock (14 available),0,True,14,0
6875c5657661b2fb,Books,25.91,25.91,0.0,The White Queen (The Cousins' War #1),Add a comment,https://books.toscrape.com/catalogue/the-white-queen-the-cousins-war-1_768/index.html,In stock (14 available),0,True,14,0
c5cb9f885d8b3621,Books,32.61,32.61,0.0,The Wedding Pact (The O'Malleys #2),Romance,https://books.toscrape.com/catalogue/the-wedding-pact-the-omalleys-2_767/index.html,In stock (14 available),0,True,14,0
e9906e2f0d189745,Books,27.88,27.88,0.0,The Time Keeper,Fiction,https://books.toscrape.com/catalogue/the-time-keeper_766/index.html,In stock (14 available),0,True,14,0
081305e6df719dff,Books,52.67,52.67,0.0,The Testament of Mary,Fiction,https://books.toscrape.com/catalogue/the-testament-of-mary_765/index.html,In stock (14 available),0,True,14,0
1528279aec1f3dce,Books,46.02,46.02,0.0,The Star-Touched Queen,Fantasy,https://books.toscrape.com/catalogue/the-star-touched-queen_764/index.html,In stock (14 available),0,True,14,0
00c4543ec6bd25b4,Books,44.48,44.48,0.0,The Songs of the Gods,Default,https://books.toscrape.com/catalogue/the-songs-of-the-gods_763/index.html,In stock (14 available),0,True,14,0
e88fb1c9397cfb27,Books,37.4,37.4,0.0,The Song of Achilles,Add a comment,https://books.toscrape.com/catalogue/the-song-of-achilles_762/index.html,In stock (14 available),0,True,14,0
012094e90a4b908d,Books,54.04,54.04,0.0,The Rosie Project (Don Tillman #1),Default,https://books.toscrape.com/catalogue/the-rosie-project-don-tillman-1_761/index.html,In stock (14 available),0,True,14,0
6bdd909329435e80,Books,16.88,16.88,0.0,The Power of Habit: Why We Do What We Do in Life and Business,Default,https://books.toscrape.com/catalogue/the-power-of-habit-why-we-do-what-we-do-in-life-and-business_760/index.html,In stock (14 available),0,True,14,0
52cf2a5933ec5d8f,Books,28.08,28.08,0.0,The Marriage of Opposites,Historical Fiction,https://books.toscrape.com/catalogue/the-marriage-of-opposites_759/index.html,In stock (14 available),0,True,14,0
4e812d32d64e2431,Books,10.4,10.4,0.0,The Lucifer Effect: Understanding How Good People Turn Evil,Psychology,https://books.toscrape.com/catalogue/the-lucifer-effect-understanding-how-good-people-turn-evil_758/index.html,In stock (14 available),0,True,14,0
f21effc079a2b38a,Books,44.07,44.07,0.0,The Long Haul (Diary of a Wimpy Kid #9),Humor,https://books.toscrape.com/catalogue/the-long-haul-diary-of-a-wimpy-kid-9_757/index.html,In stock (14 available),0,True,14,0
2d88a31f325dfd3b,Books,23.4,23.4,0.0,The Loney,Horror,https://books.toscrape.com/catalogue/the-loney_756/index.html,In stock (14 available),0,True,14,0
4881cc53f6c8892f,Books,17.43,17.43,0.0,The Literature Book (Big Ideas Simply Explained),Nonfiction,https://books.toscrape.com/catalogue/the-literature-book-big-ideas-simply-explained_755/index.html,In stock (14 available),0,True,14,0
3bc89353f7e3a3cc,Books,54.21,54.21,0.0,The Last Mile (Amos Decker #2),Mystery,https://books.toscrape.com/catalogue/the-last-mile-amos-decker-2_754/index.html,In stock (14 available),0,True,14,0
f72f61ad6a5f12ed,Books,40.67,40.67,0.0,The Immortal Life of Henrietta Lacks,Add a comment,https://books.toscrape.com/catalogue/the-immortal-life-of-henrietta-lacks_753/index.html,In stock (14 available),0,True,14,0
992974ba6a0536ea,Books,52.26,52.26,0.0,The Hidden Oracle (The Trials of Apollo #1),Fantasy,https://books.toscrape.com/catalogue/the-hidden-oracle-the-trials-of-apollo-1_752/index.html,In stock (14 available),0,True,14,0
ddc8340dabc8641b,Books,28.77,28.77,0.0,The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,Food and Drink,https://books.toscrape.com/catalogue/the-help-yourself-cookbook-for-kids-60-easy-plant-based-recipes-kids-can-make-to-stay-healthy-and-save-the-earth_751/index.html,In stock (14 available),0,True,14,0
847935fc68707426,Books,13.82,13.82,0.0,The Guilty (Will Robie #4),Thriller,https://books.toscrape.com/catalogue/the-guilty-will-robie-4_750/index.html,In stock (14 available),0,True,14,0
a86972014275e072,Books,25.85,25.85,0.0,The First Hostage (J.B. Collins #2),Fiction,https://books.toscrape.com/catalogue/the-first-hostage-jb-collins-2_749/index.html,In stock (14 available),0,True,14,0
3d76bc83c6b644c9,Books,48.78,48.78,0.0,The Dovekeepers,Add a comment,https://books.toscrape.com/catalogue/the-dovekeepers_748/index.html,In stock (14 available),0,True,14,0
6edacfd1f8ebb9eb,Books,35.35,35.35,0.0,The Darkest Lie,Young Adult,https://books.toscrape.com/catalogue/the-darkest-lie_747/index.html,In stock (14 available),0,True,14,0
dc6f688b82e42a5b,Books,44.73,44.73,0.0,The Bane Chronicles (The Bane Chronicles #1-11),Fantasy,https://books.toscrape.com/catalogue/the-bane-chronicles-the-bane-chronicles-1-11_746/index.html,In stock (14 available),0,True,14,0
923831a05c9f91f7,Books,15.77,15.77,0.0,The Bad-Ass Librarians of Timbuktu: And Their Race to Save the World’s Most Precious Manuscripts,Nonfiction,https://books.toscrape.com/catalogue/the-bad-ass-librarians-of-timbuktu-and-their-race-to-save-the-worlds-most-precious-manuscripts_745/index.html,In stock (14 available),0,True,14,0
1b8187fa4bf6ab05,Books,39.24,39.24,0.0,The 14th Colony (Cotton Malone #11),Thriller,https://books.toscrape.com/catalogue/the-14th-colony-cotton-malone-11_744/index.html,In stock (14 available),0,True,14,0
0c7b9cf2b7662b65,Books,13.92,13.92,0.0,That Darkness (Gardiner and Renner #1),Mystery,https://books.toscrape.com/catalogue/that-darkness-gardiner-and-renner-1_743/index.html,In stock (14 available),0,True,14,0
2d1e337aaf341858,Books,10.69,10.69,0.0,Tastes Like Fear (DI Marnie Rome #3),Mystery,https://books.toscrape.com/catalogue/tastes-like-fear-di-marnie-rome-3_742/index.html,In stock (14 available),0,True,14,0
2c04320e110a14a3,Books,45.21,45.21,0.0,Take Me with You,Fiction,https://books.toscrape.com/catalogue/take-me-with-you_741/index.html,In stock (14 available),0,True,14,0
4c8b7540409da4ac,Books,45.58,45.58,0.0,Swell: A Year of Waves,Nonfiction,https://books.toscrape.com/catalogue/swell-a-year-of-waves_740/index.html,In stock (14 available),0,True,14,0
ac8e3949d284e9a9,Books,11.89,11.89,0.0,Superman Vol. 1: Before Truth (Superman by Gene Luen Yang #1),Sequential Art,https://books.toscrape.com/catalogue/superman-vol-1-before-truth-superman-by-gene-luen-yang-1_739/index.html,In stock (14 available),0,True,14,0
fe44cc816576c652,Books,26.41,26.41,0.0,Still Life with Bread Crumbs,Fiction,https://books.toscrape.com/catalogue/still-life-with-bread-crumbs_738/index.html,In stock (14 available),0,True,14,0
95019eac1c0a052f,Books,39.5,39.5,0.0,Steve Jobs,Default,https://books.toscrape.com/catalogue/steve-jobs_737/index.html,In stock (14 available),0,True,14,0
3edcccc4f341fb1a,Books,44.74,44.74,0.0,Sorting the Beef from the Bull: The Science of Food Fraud Forensics,Science,https://books.toscrape.com/catalogue/sorting-the-beef-from-the-bull-the-science-of-food-fraud-forensics_736/index.html,In stock (14 available),0,True,14,0
a278db6b2b09cf9f,Books,52.79,52.79,0.0,Someone Like You (The Harrisons #2),Contemporary,https://books.toscrape.com/catalogue/someone-like-you-the-harrisons-2_735/index.html,In stock (14 available),0,True,14,0
394f6d30cafc3edb,Books,35.43,35.43,0.0,"So Cute It Hurts!!, Vol. 6 (So Cute It Hurts!! #6)",Sequential Art,https://books.toscrape.com/catalogue/so-cute-it-hurts-vol-6-so-cute-it-hurts-6_734/index.html,In stock (14 available),0,True,14,0
830fb3967c74866d,Books,55.84,55.84,0.0,Shtum,Fiction,https://books.toscrape.com/catalogue/shtum_733/index.html,In stock (14 available),0,True,14,0
f9705c362f070608,Books,48.87,48.87,0.0,See America: A Celebration of Our National Parks & Treasured Sites,Travel,https://books.toscrape.com/catalogue/see-america-a-celebration-of-our-national-parks-treasured-sites_732/index.html,In stock (14 available),0,True,14,0
86cbddb61ea78bb7,Books,46.78,46.78,0.0,salt.,Poetry,https://books.toscrape.com/catalogue/salt_731/index.html,In stock (14 available),0,True,14,0
85b2176b3b194030,Books,47.82,47.82,0.0,Robin War,Sequential Art,https://books.toscrape.com/catalogue/robin-war_730/index.html,In stock (14 available),0,True,14,0
31e2e2d9cca3778f,Books,25.48,25.48,0.0,"Red Hood/Arsenal, Vol. 1: Open for Business (Red Hood/Arsenal #1)",Sequential Art,https://books.toscrape.com/catalogue/red-hoodarsenal-vol-1-open-for-business-red-hoodarsenal-1_729/index.html,In stock (14 available),0,True,14,0
a6454e329f872b78,Books,23.57,23.57,0.0,Rain Fish,Childrens,https://books.toscrape.com/catalogue/rain-fish_728/index.html,In stock (14 available),0,True,14,0
aa35446aab16017f,Books,50.89,50.89,0.0,"Quarter Life Poetry: Poems for the Young, Broke and Hangry",Poetry,https://books.toscrape.com/catalogue/quarter-life-poetry-poems-for-the-young-broke-and-hangry_727/index.html,In stock (14 available),0,True,14,0
af58a74e4b2a23a0,Books,10.56,10.56,0.0,Pet Sematary,Horror,https://books.toscrape.com/catalogue/pet-sematary_726/index.html,In stock (14 available),0,True,14,0
8ecf0356a3878811,Books,52.15,52.15,0.0,"Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress",Self Help,https://books.toscrape.com/catalogue/overload-how-to-unplug-unwind-and-unleash-yourself-from-the-pressure-of-stress_725/index.html,In stock (14 available),0,True,14,0
e34efcc824685332,Books,18.28,18.28,0.0,Once Was a Time,Childrens,https://books.toscrape.com/catalogue/once-was-a-time_724/index.html,In stock (14 available),0,True,14,0
02b74068fa98d8a4,Books,11.83,11.83,0.0,Old School (Diary of a Wimpy Kid #10),Humor,https://books.toscrape.com/catalogue/old-school-diary-of-a-wimpy-kid-10_723/index.html,In stock (14 available),0,True,14,0
132ec5e8c984adef,Books,21.95,21.95,0.0,No Dream Is Too High: Life Lessons From a Man Who Walked on the Moon,Nonfiction,https://books.toscrape.com/catalogue/no-dream-is-too-high-life-lessons-from-a-man-who-walked-on-the-moon_722/index.html,In stock (14 available),0,True,14,0
71e36f33981ddb74,Books,38.39,38.39,0.0,"Naruto (3-in-1 Edition), Vol. 14: Includes Vols. 40, 41 & 42 (Naruto: Omnibus #14)",Sequential Art,https://books.toscrape.com/catalogue/naruto-3-in-1-edition-vol-14-includes-vols-40-41-42-naruto-omnibus-14_721/index.html,In stock (14 available),0,True,14,0
727bf2b86b19ad88,Books,41.56,41.56,0.0,My Name Is Lucy Barton,Fiction,https://books.toscrape.com/catalogue/my-name-is-lucy-barton_720/index.html,In stock (14 available),0,True,14,0
cc82685d9f49bc2c,Books,24.48,24.48,0.0,My Mrs. Brown,Fiction,https://books.toscrape.com/catalogue/my-mrs-brown_719/index.html,In stock (14 available),0,True,14,0
137b0b2775701e11,Books,40.36,40.36,0.0,My Kind of Crazy,Young Adult,https://books.toscrape.com/catalogue/my-kind-of-crazy_718/index.html,In stock (14 available),0,True,14,0
caa2e5b3fb1b2d4c,Books,28.9,28.9,0.0,Mr. Mercedes (Bill Hodges Trilogy #1),Fiction,https://books.toscrape.com/catalogue/mr-mercedes-bill-hodges-trilogy-1_717/index.html,In stock (14 available),0,True,14,0
47d47155e89c8be7,Books,37.61,37.61,0.0,More Than Music (Chasing the Dream #1),Add a comment,https://books.toscrape.com/catalogue/more-than-music-chasing-the-dream-1_716/index.html,In stock (14 available),0,True,14,0
b96fc7a0ea7d4b45,Books,38.85,38.85,0.0,Made to Stick: Why Some Ideas Survive and Others Die,Business,https://books.toscrape.com/catalogue/made-to-stick-why-some-ideas-survive-and-others-die_715/index.html,In stock (14 available),0,True,14,0
5b43cae640f2338a,Books,53.95,53.95,0.0,Luis Paints the World,Childrens,https://books.toscrape.com/catalogue/luis-paints-the-world_714/index.html,In stock (14 available),0,True,14,0
d512871626a5e588,Books,49.83,49.83,0.0,Luckiest Girl Alive,Default,https://books.toscrape.com/catalogue/luckiest-girl-alive_713/index.html,In stock (14 available),0,True,14,0
a10c7515834240f3,Books,51.51,51.51,0.0,Lowriders to the Center of the Earth (Lowriders in Space #2),Sequential Art,https://books.toscrape.com/catalogue/lowriders-to-the-center-of-the-earth-lowriders-in-space-2_712/index.html,In stock (14 available),0,True,14,0
adb5f51c2e2ab13f,Books,18.03,18.03,0.0,Love Is a Mix Tape (Music #1),Music,https://books.toscrape.com/catalogue/love-is-a-mix-tape-music-1_711/index.html,In stock (14 available),0,True,14,0
24af96df0bafb925,Books,29.14,29.14,0.0,Looking for Lovely: Collecting the Moments that Matter,Nonfiction,https://books.toscrape.com/catalogue/looking-for-lovely-collecting-the-moments-that-matter_710/index.html,In stock (14 available),0,True,14,0
17fb5a88180f9904,Books,46.91,46.91,0.0,"Living Leadership by Insight: A Good Leader Achieves, a Great Leader Builds Monuments",Default,https://books.toscrape.com/catalogue/living-leadership-by-insight-a-good-leader-achieves-a-great-leader-builds-monuments_709/index.html,In stock (14 available),0,True,14,0
1174156c4a0eccaa,Books,26.79,26.79,0.0,Let It Out: A Journey Through Journaling,Nonfiction,https://books.toscrape.com/catalogue/let-it-out-a-journey-through-journaling_708/index.html,In stock (14 available),0,True,14,0
708345c9897fd7c5,Books,16.28,16.28,0.0,Lady Midnight (The Dark Artifices #1),Default,https://books.toscrape.com/catalogue/lady-midnight-the-dark-artifices-1_707/index.html,In stock (14 available),0,True,14,0
245e6bf08b8d2955,Books,19.55,19.55,0.0,"It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes",Food and Drink,https://books.toscrape.com/catalogue/its-all-easy-healthy-delicious-weeknight-meals-in-under-30-minutes_706/index.html,In stock (14 available),0,True,14,0
2b52334fab158861,Books,29.65,29.65,0.0,Island of Dragons (Unwanteds #7),Fantasy,https://books.toscrape.com/catalogue/island-of-dragons-unwanteds-7_705/index.html,In stock (14 available),0,True,14,0
b8a8ff84233f0570,Books,25.98,25.98,0.0,I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,Humor,https://books.toscrape.com/catalogue/i-know-what-im-doing-and-other-lies-i-tell-myself-dispatches-from-a-life-under-construction_704/index.html,In stock (14 available),0,True,14,0
aeff7b87a8e83ebb,Books,10.6,10.6,0.0,I Am Pilgrim (Pilgrim #1),Fiction,https://books.toscrape.com/catalogue/i-am-pilgrim-pilgrim-1_703/index.html,In stock (14 available),0,True,14,0
fbb21a2f71f4d981,Books,14.75,14.75,0.0,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",Humor,https://books.toscrape.com/catalogue/hyperbole-and-a-half-unfortunate-situations-flawed-coping-mechanisms-mayhem-and-other-things-that-happened_702/index.html,In stock (14 available),0,True,14,0
6b6cd77fbc91b7a6,Books,47.02,47.02,0.0,"Hush, Hush (Hush, Hush #1)",Default,https://books.toscrape.com/catalogue/hush-hush-hush-hush-1_701/index.html,In stock (14 available),0,True,14,0
0b165bd4b9f42fd5,Books,28.82,28.82,0.0,Hold Your Breath (Search and Rescue #1),Romance,https://books.toscrape.com/catalogue/hold-your-breath-search-and-rescue-1_700/index.html,In stock (14 available),0,True,14,0
afa829857f82f99e,Books,58.79,58.79,0.0,Hamilton: The Revolution,Nonfiction,https://books.toscrape.com/catalogue/hamilton-the-revolution_699/index.html,In stock (14 available),0,True,14,0
f201f263d8c23f97,Books,10.23,10.23,0.0,Greek Mythic History,Default,https://books.toscrape.com/catalogue/greek-mythic-history_698/index.html,In stock (14 available),0,True,14,0
eec424a84c9e4c68,Books,30.03,30.03,0.0,God: The Most Unpleasant Character in All Fiction,Religion,https://books.toscrape.com/catalogue/god-the-most-unpleasant-character-in-all-fiction_697/index.html,In stock (14 available),0,True,14,0
de4b403cb629a29f,Books,45.84,45.84,0.0,Glory over Everything: Beyond The Kitchen House,Historical Fiction,https://books.toscrape.com/catalogue/glory-over-everything-beyond-the-kitchen-house_696/index.html,In stock (14 available),0,True,14,0
9194ae88379dbf1a,Books,49.05,49.05,0.0,Feathers: Displays of Brilliant Plumage,Art,https://books.toscrape.com/catalogue/feathers-displays-of-brilliant-plumage_695/index.html,In stock (14 available),0,True,14,0
ac4dde0d1be05de0,Books,15.06,15.06,0.0,"Far & Away: Places on the Brink of Change: Seven Continents, Twenty-Five Years",Nonfiction,https://books.toscrape.com/catalogue/far-away-places-on-the-brink-of-change-seven-continents-twenty-five-years_694/index.html,In stock (14 available),0,True,14,0
a2bd4ca82d908442,Books,46.47,46.47,0.0,Every Last Word,Default,https://books.toscrape.com/catalogue/every-last-word_693/index.html,In stock (14 available),0,True,14,0
9eaf58b03a2779cc,Books,27.09,27.09,0.0,Eligible (The Austen Project #4),Fiction,https://books.toscrape.com/catalogue/eligible-the-austen-project-4_692/index.html,In stock (14 available),0,True,14,0
27c5968fe43cc06e,Books,57.62,57.62,0.0,El Deafo,Sequential Art,https://books.toscrape.com/catalogue/el-deafo_691/index.html,In stock (14 available),0,True,14,0
1d6dd0c87d90fe92,Books,14.39,14.39,0.0,Eight Hundred Grapes,Fiction,https://books.toscrape.com/catalogue/eight-hundred-grapes_690/index.html,In stock (14 available),0,True,14,0
a01f6d368ef64dc5,Books,51.75,51.75,0.0,"Eaternity: More than 150 Deliciously Easy Vegan Recipes for a Long, Healthy, Satisfied, Joyful Life",Nonfiction,https://books.toscrape.com/catalogue/eaternity-more-than-150-deliciously-easy-vegan-recipes-for-a-long-healthy-satisfied-joyful-life_689/index.html,In stock (14 available),0,True,14,0
047dfa57ba0bf638,Books,54.07,54.07,0.0,"Eat Fat, Get Thin",Health,https://books.toscrape.com/catalogue/eat-fat-get-thin_688/index.html,In stock (14 available),0,True,14,0
ad2887ce04583910,Books,55.35,55.35,0.0,Don't Get Caught,Young Adult,https://books.toscrape.com/catalogue/dont-get-caught_687/index.html,In stock (14 available),0,True,14,0
bf5de316a5e9a4ab,Books,40.12,40.12,0.0,Doctor Sleep (The Shining #2),Horror,https://books.toscrape.com/catalogue/doctor-sleep-the-shining-2_686/index.html,In stock (14 available),0,True,14,0
3c6fe637a0180b01,Books,37.51,37.51,0.0,Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3),Fantasy,https://books.toscrape.com/catalogue/demigods-magicians-percy-and-annabeth-meet-the-kanes-percy-jackson-kane-chronicles-crossover-1-3_685/index.html,In stock (14 available),0,True,14,0
94a958ea126cdcd5,Books,11.21,11.21,0.0,Dear Mr. Knightley,Fiction,https://books.toscrape.com/catalogue/dear-mr-knightley_684/index.html,In stock (14 available),0,True,14,0
0e94a089328be4bc,Books,36.58,36.58,0.0,Daily Fantasy Sports,Default,https://books.toscrape.com/catalogue/daily-fantasy-sports_683/index.html,In stock (14 available),0,True,14,0
4b9d9cfe0f435788,Books,47.72,47.72,0.0,Crazy Love: Overwhelmed by a Relentless God,Christian,https://books.toscrape.com/catalogue/crazy-love-overwhelmed-by-a-relentless-god_682/index.html,In stock (14 available),0,True,14,0
28cf0d1c51b491e5,Books,25.01,25.01,0.0,Cometh the Hour (The Clifton Chronicles #6),Fiction,https://books.toscrape.com/catalogue/cometh-the-hour-the-clifton-chronicles-6_681/index.html,In stock (14 available),0,True,14,0
33a3e0e3ffde0dcd,Books,22.13,22.13,0.0,Code Name Verity (Code Name Verity #1),Add a comment,https://books.toscrape.com/catalogue/code-name-verity-code-name-verity-1_680/index.html,In stock (14 available),0,True,14,0
42b0c50fc44140ec,Books,44.14,44.14,0.0,Clockwork Angel (The Infernal Devices #1),Default,https://books.toscrape.com/catalogue/clockwork-angel-the-infernal-devices-1_679/index.html,In stock (14 available),0,True,14,0
966ebb738e0f9d9b,Books,56.02,56.02,0.0,City of Glass (The Mortal Instruments #3),Fantasy,https://books.toscrape.com/catalogue/city-of-glass-the-mortal-instruments-3_678/index.html,In stock (14 available),0,True,14,0
1e264c677d4ee4ae,Books,11.23,11.23,0.0,City of Fallen Angels (The Mortal Instruments #4),Default,https://books.toscrape.com/catalogue/city-of-fallen-angels-the-mortal-instruments-4_677/index.html,In stock (14 available),0,True,14,0
5b987e54ee72525c,Books,43.28,43.28,0.0,City of Bones (The Mortal Instruments #1),Default,https://books.toscrape.com/catalogue/city-of-bones-the-mortal-instruments-1_676/index.html,In stock (14 available),0,True,14,0
8a6ec2761f91dad2,Books,47.27,47.27,0.0,City of Ashes (The Mortal Instruments #2),Default,https://books.toscrape.com/catalogue/city-of-ashes-the-mortal-instruments-2_675/index.html,In stock (14 available),0,True,14,0
bfbb54bc8cdeed2b,Books,20.29,20.29,0.0,Cell,Add a comment,https://books.toscrape.com/catalogue/cell_674/index.html,In stock (14 available),0,True,14,0
e2e7b683b4c15b7d,Books,50.83,50.83,0.0,Catching Jordan (Hundred Oaks),Young Adult,https://books.toscrape.com/catalogue/catching-jordan-hundred-oaks_673/index.html,In stock (14 available),0,True,14,0
1b0fc9f777cad045,Books,31.85,31.85,0.0,"Carry On, Warrior: Thoughts on Life Unarmed",Default,https://books.toscrape.com/catalogue/carry-on-warrior-thoughts-on-life-unarmed_672/index.html,In stock (14 available),0,True,14,0
5f22418922fa728b,Books,46.23,46.23,0.0,Carrie,Default,https://books.toscrape.com/catalogue/carrie_671/index.html,In stock (14 available),0,True,14,0
16ef91b9d827859c,Books,37.8,37.8,0.0,Buying In: The Secret Dialogue Between What We Buy and Who We Are,Nonfiction,https://books.toscrape.com/catalogue/buying-in-the-secret-dialogue-between-what-we-buy-and-who-we-are_670/index.html,In stock (14 available),0,True,14,0
a80f66b254fe9eb3,Books,49.32,49.32,0.0,Brain on Fire: My Month of Madness,Nonfiction,https://books.toscrape.com/catalogue/brain-on-fire-my-month-of-madness_669/index.html,In stock (14 available),0,True,14,0
bf68dcb5fad3cc8c,Books,32.01,32.01,0.0,Batman: Europa,Sequential Art,https://books.toscrape.com/catalogue/batman-europa_668/index.html,In stock (14 available),0,True,14,0
999912e63a3262ae,Books,28.01,28.01,0.0,Barefoot Contessa Back to Basics,Food and Drink,https://books.toscrape.com/catalogue/barefoot-contessa-back-to-basics_667/index.html,In stock (14 available),0,True,14,0
0e0da9192a025efc,Books,50.62,50.62,0.0,Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,Food and Drink,https://books.toscrape.com/catalogue/barefoot-contessa-at-home-everyday-recipes-youll-make-over-and-over-again_666/index.html,In stock (14 available),0,True,14,0
9b65f676984c9f0c,Books,17.03,17.03,0.0,Balloon Animals,Fiction,https://books.toscrape.com/catalogue/balloon-animals_665/index.html,In stock (14 available),0,True,14,0
ffdc825785c0ede8,Books,48.8,48.8,0.0,Art Ops Vol. 1,Sequential Art,https://books.toscrape.com/catalogue/art-ops-vol-1_664/index.html,In stock (14 available),0,True,14,0
41164b8ac02a2c42,Books,58.14,58.14,0.0,Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),Young Adult,https://books.toscrape.com/catalogue/aristotle-and-dante-discover-the-secrets-of-the-universe-aristotle-and-dante-discover-the-secrets-of-the-universe-1_663/index.html,In stock (14 available),0,True,14,0
1fbb5f786e53a0ce,Books,34.2,34.2,0.0,Angels Walking (Angels Walking #1),Add a comment,https://books.toscrape.com/catalogue/angels-walking-angels-walking-1_662/index.html,In stock (14 available),0,True,14,0
ad41c24ccac0c7ce,Books,51.48,51.48,0.0,Angels & Demons (Robert Langdon #1),Default,https://books.toscrape.com/catalogue/angels-demons-robert-langdon-1_661/index.html,In stock (14 available),0,True,14,0
39861fc1c0845d15,Books,29.87,29.87,0.0,All the Light We Cannot See,Historical,https://books.toscrape.com/catalogue/all-the-light-we-cannot-see_660/index.html,In stock (14 available),0,True,14,0
5319169a72714c62,Books,10.9,10.9,0.0,"Adulthood Is a Myth: A ""Sarah's Scribbles"" Collection",Sequential Art,https://books.toscrape.com/catalogue/adulthood-is-a-myth-a-sarahs-scribbles-collection_659/index.html,In stock (14 available),0,True,14,0
cf1aa2fc02a7d1e0,Books,56.37,56.37,0.0,Abstract City,Nonfiction,https://books.toscrape.com/catalogue/abstract-city_658/index.html,In stock (14 available),0,True,14,0
4416c474713ec1f5,Books,48.35,48.35,0.0,A Time of Torment (Charlie Parker #14),Mystery,https://books.toscrape.com/catalogue/a-time-of-torment-charlie-parker-14_657/index.html,In stock (14 available),0,True,14,0
63ee5bc46066a8a8,Books,16.73,16.73,0.0,A Study in Scarlet (Sherlock Holmes #1),Mystery,https://books.toscrape.com/catalogue/a-study-in-scarlet-sherlock-holmes-1_656/index.html,In stock (14 available),0,True,14,0
c1379d3744f1dd2c,Books,56.48,56.48,0.0,"A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer",Add a comment,https://books.toscrape.com/catalogue/a-series-of-catastrophes-and-miracles-a-true-story-of-love-science-and-cancer_655/index.html,In stock (14 available),0,True,14,0
1ad06aed9349af46,Books,40.79,40.79,0.0,A People's History of the United States,Add a comment,https://books.toscrape.com/catalogue/a-peoples-history-of-the-united-states_654/index.html,In stock (14 available),0,True,14,0
8682c03de6a844ff,Books,39.72,39.72,0.0,A Man Called Ove,Fiction,https://books.toscrape.com/catalogue/a-man-called-ove_653/index.html,In stock (14 available),0,True,14,0
d5e0526e1ab682a3,Books,14.58,14.58,0.0,A Distant Mirror: The Calamitous 14th Century,History,https://books.toscrape.com/catalogue/a-distant-mirror-the-calamitous-14th-century_652/index.html,In stock (14 available),0,True,14,0
01a177623cce9596,Books,55.51,55.51,0.0,A Brush of Wings (Angels Walking #3),Add a comment,https://books.toscrape.com/catalogue/a-brush-of-wings-angels-walking-3_651/index.html,In stock (14 available),0,True,14,0
6e8e5626ac4d279e,Books,21.8,21.8,0.0,1491: New Revelations of the Americas Before Columbus,History,https://books.toscrape.com/catalogue/1491-new-revelations-of-the-americas-before-columbus_650/index.html,In stock (14 available),0,True,14,0
ac5e0d3938caf686,Books,13.33,13.33,0.0,"The Three Searches, Meaning, and the Story",Default,https://books.toscrape.com/catalogue/the-three-searches-meaning-and-the-story_649/index.html,In stock (13 available),0,True,13,0
2f0213137a80d485,Books,38.73,38.73,0.0,Searching for Meaning in Gailana,Fantasy,https://books.toscrape.com/catalogue/searching-for-meaning-in-gailana_648/index.html,In stock (13 available),0,True,13,0
44d97b6707dae3f0,Books,37.86,37.86,0.0,Rook,Add a comment,https://books.toscrape.com/catalogue/rook_647/index.html,In stock (13 available),0,True,13,0
8bbd7df8a324f31d,Books,11.53,11.53,0.0,My Kitchen Year: 136 Recipes That Saved My Life,Food and Drink,https://books.toscrape.com/catalogue/my-kitchen-year-136-recipes-that-saved-my-life_646/index.html,In stock (13 available),0,True,13,0
4be9d1910f8a4e80,Books,27.06,27.06,0.0,13 Hours: The Inside Account of What Really Happened In Benghazi,Nonfiction,https://books.toscrape.com/catalogue/13-hours-the-inside-account-of-what-really-happened-in-benghazi_645/index.html,In stock (13 available),0,True,13,0
